Total Nacional;Comunidades y Ciudades Autónomas;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
Total Nacional;07 Castilla y León;0-15 años;Españoles;Mujeres;2020;135.318
Total Nacional;07 Castilla y León;0-15 años;Españoles;Mujeres;2019;137.818
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Ambos sexos;2021;23.659
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Ambos sexos;2020;23.483
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Ambos sexos;2019;21.711
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Hombres;2021;12.102
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Hombres;2020;12.042
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Hombres;2019;11.131
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Mujeres;2021;11.557
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Mujeres;2020;11.441
Total Nacional;07 Castilla y León;0-15 años;Extranjeros;Mujeres;2019;10.580
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Ambos sexos;2021;7,97
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Ambos sexos;2020;7,77
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Ambos sexos;2019;7,11
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Hombres;2021;7,92
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Hombres;2020;7,75
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Hombres;2019;7,10
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Mujeres;2021;8,01
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Mujeres;2020;7,80
Total Nacional;07 Castilla y León;0-15 años;% Extranjeros;Mujeres;2019;7,13
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Ambos sexos;2021;1.472.608
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Ambos sexos;2020;1.479.169
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Ambos sexos;2019;1.485.866
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Hombres;2021;747.178
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Hombres;2020;751.077
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Hombres;2019;755.326
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Mujeres;2021;725.430
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Mujeres;2020;728.092
Total Nacional;07 Castilla y León;16-64 años;TOTAL;Mujeres;2019;730.540
Total Nacional;07 Castilla y León;16-64 años;Españoles;Ambos sexos;2021;1.357.980
Total Nacional;07 Castilla y León;16-64 años;Españoles;Ambos sexos;2020;1.366.896
Total Nacional;07 Castilla y León;16-64 años;Españoles;Ambos sexos;2019;1.382.388
Total Nacional;07 Castilla y León;16-64 años;Españoles;Hombres;2021;691.358
Total Nacional;07 Castilla y León;16-64 años;Españoles;Hombres;2020;696.443
Total Nacional;07 Castilla y León;16-64 años;Españoles;Hombres;2019;704.939
Total Nacional;07 Castilla y León;16-64 años;Españoles;Mujeres;2021;666.622
Total Nacional;07 Castilla y León;16-64 años;Españoles;Mujeres;2020;670.453
Total Nacional;07 Castilla y León;16-64 años;Españoles;Mujeres;2019;677.449
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Ambos sexos;2021;114.628
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Ambos sexos;2020;112.273
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Ambos sexos;2019;103.478
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Hombres;2021;55.820
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Hombres;2020;54.634
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Hombres;2019;50.387
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Mujeres;2021;58.808
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Mujeres;2020;57.639
Total Nacional;07 Castilla y León;16-64 años;Extranjeros;Mujeres;2019;53.091
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Ambos sexos;2021;7,78
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Ambos sexos;2020;7,59
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Ambos sexos;2019;6,96
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Hombres;2021;7,47
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Hombres;2020;7,27
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Hombres;2019;6,67
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Mujeres;2021;8,11
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Mujeres;2020;7,92
Total Nacional;07 Castilla y León;16-64 años;% Extranjeros;Mujeres;2019;7,27
Total Nacional;07 Castilla y León;65 y más;TOTAL;Ambos sexos;2021;613.511
Total Nacional;07 Castilla y León;65 y más;TOTAL;Ambos sexos;2020;613.704
Total Nacional;07 Castilla y León;65 y más;TOTAL;Ambos sexos;2019;608.530
Total Nacional;07 Castilla y León;65 y más;TOTAL;Hombres;2021;273.192
Total Nacional;07 Castilla y León;65 y más;TOTAL;Hombres;2020;272.483
Total Nacional;07 Castilla y León;65 y más;TOTAL;Hombres;2019;269.321
Total Nacional;07 Castilla y León;65 y más;TOTAL;Mujeres;2021;340.319
Total Nacional;07 Castilla y León;65 y más;TOTAL;Mujeres;2020;341.221
Total Nacional;07 Castilla y León;65 y más;TOTAL;Mujeres;2019;339.209
Total Nacional;07 Castilla y León;65 y más;Españoles;Ambos sexos;2021;607.688
Total Nacional;07 Castilla y León;65 y más;Españoles;Ambos sexos;2020;608.303
Total Nacional;07 Castilla y León;65 y más;Españoles;Ambos sexos;2019;603.925
Total Nacional;07 Castilla y León;65 y más;Españoles;Hombres;2021;270.681
Total Nacional;07 Castilla y León;65 y más;Españoles;Hombres;2020;270.138
Total Nacional;07 Castilla y León;65 y más;Españoles;Hombres;2019;267.307
Total Nacional;07 Castilla y León;65 y más;Españoles;Mujeres;2021;337.007
Total Nacional;07 Castilla y León;65 y más;Españoles;Mujeres;2020;338.165
Total Nacional;07 Castilla y León;65 y más;Españoles;Mujeres;2019;336.618
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Ambos sexos;2021;5.823
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Ambos sexos;2020;5.401
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Ambos sexos;2019;4.605
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Hombres;2021;2.511
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Hombres;2020;2.345
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Hombres;2019;2.014
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Mujeres;2021;3.312
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Mujeres;2020;3.056
Total Nacional;07 Castilla y León;65 y más;Extranjeros;Mujeres;2019;2.591
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Ambos sexos;2021;0,95
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Ambos sexos;2020;0,88
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Ambos sexos;2019;0,76
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Hombres;2021;0,92
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Hombres;2020;0,86
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Hombres;2019;0,75
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Mujeres;2021;0,97
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Mujeres;2020;0,90
Total Nacional;07 Castilla y León;65 y más;% Extranjeros;Mujeres;2019;0,76
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Ambos sexos;2021;2.049.562
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Ambos sexos;2020;2.045.221
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Ambos sexos;2019;2.032.863
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Hombres;2021;1.026.128
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Hombres;2020;1.023.740
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Hombres;2019;1.016.954
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Mujeres;2021;1.023.434
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Mujeres;2020;1.021.481
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;TOTAL;Mujeres;2019;1.015.909
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Ambos sexos;2021;1.859.995
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Ambos sexos;2020;1.858.267
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Ambos sexos;2019;1.860.767
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Hombres;2021;929.688
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Hombres;2020;928.586
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Hombres;2019;929.548
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Mujeres;2021;930.307
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Mujeres;2020;929.681
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Españoles;Mujeres;2019;931.219
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Ambos sexos;2021;189.567
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Ambos sexos;2020;186.954
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Ambos sexos;2019;172.096
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Hombres;2021;96.440
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Hombres;2020;95.154
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Hombres;2019;87.406
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Mujeres;2021;93.127
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Mujeres;2020;91.800
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;Extranjeros;Mujeres;2019;84.690
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;9,25
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;9,14
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;8,47
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Hombres;2021;9,40
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Hombres;2020;9,29
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Hombres;2019;8,59
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Mujeres;2021;9,10
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Mujeres;2020;8,99
Total Nacional;08 Castilla - La Mancha;TOTAL EDADES;% Extranjeros;Mujeres;2019;8,34
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Ambos sexos;2021;321.694
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Ambos sexos;2020;325.257
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Ambos sexos;2019;326.963
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Hombres;2021;165.345
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Hombres;2020;167.348
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Hombres;2019;167.903
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Mujeres;2021;156.349
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Mujeres;2020;157.909
Total Nacional;08 Castilla - La Mancha;0-15 años;TOTAL;Mujeres;2019;159.060
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Ambos sexos;2021;286.676
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Ambos sexos;2020;290.379
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Ambos sexos;2019;294.217
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Hombres;2021;147.392
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Hombres;2020;149.433
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Hombres;2019;151.170
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Mujeres;2021;139.284
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Mujeres;2020;140.946
Total Nacional;08 Castilla - La Mancha;0-15 años;Españoles;Mujeres;2019;143.047
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Ambos sexos;2021;35.018
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Ambos sexos;2020;34.878
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Ambos sexos;2019;32.746
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Hombres;2021;17.953
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Hombres;2020;17.915
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Hombres;2019;16.733
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Mujeres;2021;17.065
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Mujeres;2020;16.963
Total Nacional;08 Castilla - La Mancha;0-15 años;Extranjeros;Mujeres;2019;16.013
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Ambos sexos;2021;10,89
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Ambos sexos;2020;10,72
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Ambos sexos;2019;10,02
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Hombres;2021;10,86
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Hombres;2020;10,71
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Hombres;2019;9,97
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Mujeres;2021;10,91
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Mujeres;2020;10,74
Total Nacional;08 Castilla - La Mancha;0-15 años;% Extranjeros;Mujeres;2019;10,07
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Ambos sexos;2021;1.338.046
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Ambos sexos;2020;1.329.738
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Ambos sexos;2019;1.319.417
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Hombres;2021;686.708
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Hombres;2020;682.328
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Hombres;2019;677.016
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Mujeres;2021;651.338
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Mujeres;2020;647.410
Total Nacional;08 Castilla - La Mancha;16-64 años;TOTAL;Mujeres;2019;642.401
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Ambos sexos;2021;1.189.802
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Ambos sexos;2020;1.183.460
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Ambos sexos;2019;1.185.005
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Hombres;2021;610.720
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Hombres;2020;607.370
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Hombres;2019;608.308
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Mujeres;2021;579.082
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Mujeres;2020;576.090
Total Nacional;08 Castilla - La Mancha;16-64 años;Españoles;Mujeres;2019;576.697
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Ambos sexos;2021;148.244
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Ambos sexos;2020;146.278
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Ambos sexos;2019;134.412
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Hombres;2021;75.988
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Hombres;2020;74.958
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Hombres;2019;68.708
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Mujeres;2021;72.256
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Mujeres;2020;71.320
Total Nacional;08 Castilla - La Mancha;16-64 años;Extranjeros;Mujeres;2019;65.704
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Ambos sexos;2021;11,08
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Ambos sexos;2020;11,00
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Ambos sexos;2019;10,19
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Hombres;2021;11,07
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Hombres;2020;10,99
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Hombres;2019;10,15
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Mujeres;2021;11,09
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Mujeres;2020;11,02
Total Nacional;08 Castilla - La Mancha;16-64 años;% Extranjeros;Mujeres;2019;10,23
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Ambos sexos;2021;389.822
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Ambos sexos;2020;390.226
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Ambos sexos;2019;386.483
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Hombres;2021;174.075
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Hombres;2020;174.064
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Hombres;2019;172.035
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Mujeres;2021;215.747
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Mujeres;2020;216.162
Total Nacional;08 Castilla - La Mancha;65 y más;TOTAL;Mujeres;2019;214.448
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Ambos sexos;2021;383.517
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Ambos sexos;2020;384.428
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Ambos sexos;2019;381.545
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Hombres;2021;171.576
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Hombres;2020;171.783
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Hombres;2019;170.070
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Mujeres;2021;211.941
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Mujeres;2020;212.645
Total Nacional;08 Castilla - La Mancha;65 y más;Españoles;Mujeres;2019;211.475
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Ambos sexos;2021;6.305
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Ambos sexos;2020;5.798
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Ambos sexos;2019;4.938
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Hombres;2021;2.499
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Hombres;2020;2.281
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Hombres;2019;1.965
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Mujeres;2021;3.806
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Mujeres;2020;3.517
Total Nacional;08 Castilla - La Mancha;65 y más;Extranjeros;Mujeres;2019;2.973
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Ambos sexos;2021;1,62
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Ambos sexos;2020;1,49
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Ambos sexos;2019;1,28
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Hombres;2021;1,44
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Hombres;2020;1,31
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Hombres;2019;1,14
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Mujeres;2021;1,76
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Mujeres;2020;1,63
Total Nacional;08 Castilla - La Mancha;65 y más;% Extranjeros;Mujeres;2019;1,39
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Ambos sexos;2021;7.763.362
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Ambos sexos;2020;7.780.479
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Ambos sexos;2019;7.675.217
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Hombres;2021;3.819.831
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Hombres;2020;3.826.964
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Hombres;2019;3.770.123
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Mujeres;2021;3.943.531
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Mujeres;2020;3.953.515
Total Nacional;09 Cataluña;TOTAL EDADES;TOTAL;Mujeres;2019;3.905.094
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Ambos sexos;2021;6.512.697
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Ambos sexos;2020;6.519.860
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Ambos sexos;2019;6.515.790
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Hombres;2021;3.172.812
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Hombres;2020;3.176.668
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Hombres;2019;3.174.342
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Mujeres;2021;3.339.885
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Mujeres;2020;3.343.192
Total Nacional;09 Cataluña;TOTAL EDADES;Españoles;Mujeres;2019;3.341.448
Total Nacional;09 Cataluña;TOTAL EDADES;Extranjeros;Ambos sexos;2021;1.250.665
Total Nacional;09 Cataluña;TOTAL EDADES;Extranjeros;Ambos sexos;2020;1.260.619
Total Nacional;09 Cataluña;TOTAL EDADES;Extranjeros;Ambos sexos;2019;1.159.427
Total Nacional;09 Cataluña;TOTAL EDADES;Extranjeros;Hombres;2021;647.019
